x,y,layer
33.07500000000002,69.025,1
40.275000000000006,64.525,1
40.724999999999994,64.525,1
-21.82499999999999,64.075,1
24.075000000000017,61.825,1
34.42500000000001,61.825,1
50.625,61.825,1
-149.625,61.375,1
23.625,61.375,1
25.875,60.925,1
5.175000000000011,60.475,1
5.625,60.475,1
22.275000000000006,60.475,1
24.525000000000006,60.475,1
24.974999999999994,60.475,1
10.575000000000017,60.025000000000006,1
11.025000000000006,60.025000000000006,1
17.775000000000006,60.025000000000006,1
24.525000000000006,60.025000000000006,1
24.974999999999994,60.025000000000006,1
29.92500000000001,60.025000000000006,1
30.375,60.025000000000006,1
30.825000000000017,60.025000000000006,1
10.125,59.575,1
10.575000000000017,59.575,1
11.025000000000006,59.575,1
16.42500000000001,59.575,1
17.775000000000006,59.575,1
18.224999999999994,59.575,1
24.525000000000006,59.575,1
24.974999999999994,59.575,1
29.92500000000001,59.575,1
30.375,59.575,1
30.825000000000017,59.575,1
56.92500000000001,59.575,1
5.625,59.125,1
10.125,59.125,1
10.575000000000017,59.125,1
11.025000000000006,59.125,1
15.075000000000017,59.125,1
17.775000000000006,59.125,1
18.224999999999994,59.125,1
38.025000000000006,59.125,1
39.82500000000002,59.125,1
5.625,58.675000000000004,1
31.275000000000006,58.675000000000004,1
49.275000000000006,58.675000000000004,1
49.724999999999994,58.675000000000004,1
7.875,58.225,1
15.525000000000006,58.225,1
26.775000000000006,58.225,1
11.925000000000011,57.775000000000006,1
12.375,57.775000000000006,1
12.825000000000017,57.775000000000006,1
14.175000000000011,57.775000000000006,1
28.575000000000017,57.775000000000006,1
38.92500000000001,57.775000000000006,1
39.82500000000002,57.775000000000006,1
40.724999999999994,57.775000000000006,1
41.17500000000001,57.775000000000006,1
55.57500000000002,57.775000000000006,1
56.025000000000006,57.775000000000006,1
56.474999999999994,57.775000000000006,1
-2.0250000000000057,57.325,1
42.07500000000002,57.325,1
65.475,57.325,1
10.125,56.875,1
24.075000000000017,56.875,1
35.775000000000006,56.875,1
37.125,56.875,1
40.724999999999994,56.875,1
41.17500000000001,56.875,1
47.92500000000001,56.875,1
52.875,56.875,1
53.32500000000002,56.875,1
60.07500000000002,56.875,1
60.525000000000006,56.875,1
60.974999999999994,56.875,1
65.475,56.875,1
-3.375,56.425000000000004,1
-2.924999999999983,56.425000000000004,1
10.125,56.425000000000004,1
38.025000000000006,56.425000000000004,1
41.17500000000001,56.425000000000004,1
43.42500000000001,56.425000000000004,1
43.875,56.425000000000004,1
47.92500000000001,56.425000000000004,1
53.775000000000006,56.425000000000004,1
61.875,56.425000000000004,1
84.82499999999999,56.425000000000004,1
85.27500000000003,56.425000000000004,1
-4.724999999999994,55.975,1
-4.275000000000006,55.975,1
-3.8249999999999886,55.975,1
-3.375,55.975,1
-2.924999999999983,55.975,1
9.675000000000011,55.975,1
10.125,55.975,1
12.375,55.975,1
12.825000000000017,55.975,1
36.67500000000001,55.975,1
37.125,55.975,1
37.57500000000002,55.975,1
38.025000000000006,55.975,1
38.474999999999994,55.975,1
38.92500000000001,55.975,1
40.275000000000006,55.975,1
40.724999999999994,55.975,1
43.875,55.975,1
47.025000000000006,55.975,1
47.474999999999994,55.975,1
48.82500000000002,55.975,1
49.275000000000006,55.975,1
52.42500000000001,55.975,1
54.224999999999994,55.975,1
92.92500000000001,55.975,1
-4.724999999999994,55.525000000000006,1
-4.275000000000006,55.525000000000006,1
8.325000000000017,55.525000000000006,1
9.675000000000011,55.525000000000006,1
10.575000000000017,55.525000000000006,1
11.474999999999994,55.525000000000006,1
11.925000000000011,55.525000000000006,1
12.375,55.525000000000006,1
12.825000000000017,55.525000000000006,1
13.275000000000006,55.525000000000006,1
21.375,55.525000000000006,1
36.67500000000001,55.525000000000006,1
37.125,55.525000000000006,1
37.57500000000002,55.525000000000006,1
38.025000000000006,55.525000000000006,1
38.474999999999994,55.525000000000006,1
38.92500000000001,55.525000000000006,1
42.07500000000002,55.525000000000006,1
43.875,55.525000000000006,1
49.275000000000006,55.525000000000006,1
51.525000000000006,55.525000000000006,1
52.42500000000001,55.525000000000006,1
65.475,55.525000000000006,1
86.17500000000001,55.525000000000006,1
-7.424999999999983,55.075,1
-6.525000000000006,55.075,1
-1.5749999999999886,55.075,1
9.675000000000011,55.075,1
11.925000000000011,55.075,1
24.075000000000017,55.075,1
30.375,55.075,1
36.67500000000001,55.075,1
37.125,55.075,1
37.57500000000002,55.075,1
38.025000000000006,55.075,1
38.92500000000001,55.075,1
56.025000000000006,55.075,1
60.07500000000002,55.075,1
